#name:GRB_332
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:1.86
#Av_host:0.28
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 18.9146 0.0442 45.00 - AB 1 colibri
300.00 zy 18.5320 0.0634 45.00 - AB 1 colibri
350.00 r 19.1673 0.0534 45.00 - AB 1 colibri
350.00 zy 18.7740 0.0721 45.00 - AB 1 colibri
400.00 i 19.1444 0.0663 45.00 - AB 1 colibri
400.00 zy 18.9852 0.0818 45.00 - AB 1 colibri
450.00 g 19.7281 0.0646 45.00 - AB 1 colibri
450.00 zy 19.1727 0.0925 45.00 - AB 1 colibri
500.00 r 19.7345 0.0673 45.00 - AB 1 colibri
500.00 zy 19.3412 0.1039 45.00 - AB 1 colibri
550.00 i 19.6535 0.0894 45.00 - AB 1 colibri
550.00 zy 19.4942 0.1161 45.00 - AB 1 colibri
600.00 g 20.1899 0.0832 45.00 - AB 1 colibri
600.00 zy 19.6344 0.1289 45.00 - AB 1 colibri
650.00 r 20.1571 0.0854 45.00 - AB 1 colibri
650.00 zy 19.7638 0.1423 45.00 - AB 1 colibri
700.00 i 20.0430 0.1172 45.00 - AB 1 colibri
700.00 zy 19.8838 0.1561 45.00 - AB 1 colibri
750.00 g 20.5512 0.1056 45.00 - AB 1 colibri
750.00 zy 19.9958 0.1703 45.00 - AB 1 colibri
800.00 r 20.4940 0.1067 45.00 - AB 1 colibri
800.00 zy 20.1007 0.1849 45.00 - AB 1 colibri
850.00 i 20.3587 0.1486 45.00 - AB 1 colibri
850.00 zy 20.1995 0.1999 45.00 - AB 1 colibri
