#name:GRB_557
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:3.53
#Av_host:0.9
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 20.4926 0.0770 45.00 - AB 1 colibri
300.00 zy 18.8482 0.0752 45.00 - AB 1 colibri
350.00 r 20.7818 0.1312 45.00 - AB 1 colibri
350.00 zy 19.0099 0.0831 45.00 - AB 1 colibri
400.00 i 19.8508 0.1022 45.00 - AB 1 colibri
400.00 zy 19.1511 0.0911 45.00 - AB 1 colibri
450.00 g 21.9897 0.3149 45.00 - AB 0 colibri
450.00 zy 19.2764 0.0993 45.00 - AB 1 colibri
500.00 r 21.1610 0.1748 45.00 - AB 1 colibri
500.00 zy 19.3891 0.1076 45.00 - AB 1 colibri
550.00 i 20.1911 0.1308 45.00 - AB 1 colibri
550.00 zy 19.4914 0.1159 45.00 - AB 1 colibri
600.00 g 21.9897 0.3149 45.00 - AB 0 colibri
600.00 zy 19.5852 0.1242 45.00 - AB 1 colibri
650.00 r 21.4436 0.2176 45.00 - AB 1 colibri
650.00 zy 19.6717 0.1326 45.00 - AB 1 colibri
700.00 i 20.4516 0.1596 45.00 - AB 1 colibri
700.00 zy 19.7519 0.1410 45.00 - AB 1 colibri
750.00 g 21.9897 0.3149 45.00 - AB 0 colibri
750.00 zy 19.8268 0.1493 45.00 - AB 1 colibri
800.00 r 21.6689 0.2593 45.00 - AB 1 colibri
800.00 zy 19.8970 0.1577 45.00 - AB 1 colibri
850.00 i 20.6627 0.1881 45.00 - AB 1 colibri
850.00 zy 19.9630 0.1660 45.00 - AB 1 colibri
