#name:GRB_605
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:0.85
#Av_host:0.27
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 16.3408 0.0402 45.00 - AB 1 colibri
300.00 zy 15.9398 0.0408 45.00 - AB 1 colibri
350.00 r 16.5554 0.0406 45.00 - AB 1 colibri
350.00 zy 16.1960 0.0411 45.00 - AB 1 colibri
400.00 i 16.5827 0.0410 45.00 - AB 1 colibri
400.00 zy 16.4196 0.0414 45.00 - AB 1 colibri
450.00 g 17.2643 0.0412 45.00 - AB 1 colibri
450.00 zy 16.6180 0.0418 45.00 - AB 1 colibri
500.00 r 17.1558 0.0412 45.00 - AB 1 colibri
500.00 zy 16.7964 0.0422 45.00 - AB 1 colibri
550.00 i 17.1216 0.0419 45.00 - AB 1 colibri
550.00 zy 16.9584 0.0428 45.00 - AB 1 colibri
600.00 g 17.7531 0.0421 45.00 - AB 1 colibri
600.00 zy 17.1068 0.0434 45.00 - AB 1 colibri
650.00 r 17.6031 0.0420 45.00 - AB 1 colibri
650.00 zy 17.2437 0.0440 45.00 - AB 1 colibri
700.00 i 17.5339 0.0432 45.00 - AB 1 colibri
700.00 zy 17.3707 0.0448 45.00 - AB 1 colibri
750.00 g 18.1355 0.0433 45.00 - AB 1 colibri
750.00 zy 17.4893 0.0456 45.00 - AB 1 colibri
800.00 r 17.9598 0.0430 45.00 - AB 1 colibri
800.00 zy 17.6003 0.0466 45.00 - AB 1 colibri
850.00 i 17.8680 0.0449 45.00 - AB 1 colibri
850.00 zy 17.7048 0.0476 45.00 - AB 1 colibri
