#name:GRB_272
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:0.34
#Av_host:0.78
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 16.9120 0.0403 45.00 - AB 1 colibri
300.00 zy 16.2658 0.0412 45.00 - AB 1 colibri
350.00 r 17.0908 0.0411 45.00 - AB 1 colibri
350.00 zy 16.4904 0.0415 45.00 - AB 1 colibri
400.00 i 16.9538 0.0415 45.00 - AB 1 colibri
400.00 zy 16.6865 0.0419 45.00 - AB 1 colibri
450.00 g 17.9326 0.0426 45.00 - AB 1 colibri
450.00 zy 16.8606 0.0424 45.00 - AB 1 colibri
500.00 r 17.6175 0.0420 45.00 - AB 1 colibri
500.00 zy 17.0171 0.0430 45.00 - AB 1 colibri
550.00 i 17.4265 0.0428 45.00 - AB 1 colibri
550.00 zy 17.1592 0.0436 45.00 - AB 1 colibri
600.00 g 18.3613 0.0443 45.00 - AB 1 colibri
600.00 zy 17.2893 0.0443 45.00 - AB 1 colibri
650.00 r 18.0098 0.0432 45.00 - AB 1 colibri
650.00 zy 17.4094 0.0450 45.00 - AB 1 colibri
700.00 i 17.7882 0.0444 45.00 - AB 1 colibri
700.00 zy 17.5209 0.0459 45.00 - AB 1 colibri
750.00 g 18.6969 0.0466 45.00 - AB 1 colibri
750.00 zy 17.6249 0.0468 45.00 - AB 1 colibri
800.00 r 18.3227 0.0446 45.00 - AB 1 colibri
800.00 zy 17.7223 0.0478 45.00 - AB 1 colibri
850.00 i 18.0813 0.0464 45.00 - AB 1 colibri
850.00 zy 17.8140 0.0488 45.00 - AB 1 colibri
