#name:GRB_558
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:2.32
#Av_host:0.92
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 19.9218 0.0573 45.00 - AB 1 colibri
300.00 zy 18.7924 0.0728 45.00 - AB 1 colibri
350.00 r 20.1759 0.0864 45.00 - AB 1 colibri
350.00 zy 19.1179 0.0891 45.00 - AB 1 colibri
400.00 i 19.8754 0.1040 45.00 - AB 1 colibri
400.00 zy 19.4020 0.1086 45.00 - AB 1 colibri
450.00 g 21.8603 0.2850 45.00 - AB 1 colibri
450.00 zy 19.6541 0.1309 45.00 - AB 1 colibri
500.00 r 20.9387 0.1475 45.00 - AB 1 colibri
500.00 zy 19.8807 0.1557 45.00 - AB 1 colibri
550.00 i 20.5599 0.1736 45.00 - AB 1 colibri
550.00 zy 20.0865 0.1829 45.00 - AB 1 colibri
600.00 g 21.9897 0.3149 45.00 - AB 0 colibri
600.00 zy 20.2750 0.2121 45.00 - AB 1 colibri
650.00 r 21.5069 0.2286 45.00 - AB 1 colibri
650.00 zy 20.4489 0.2433 45.00 - AB 1 colibri
700.00 i 21.0837 0.2616 45.00 - AB 1 colibri
700.00 zy 20.6103 0.2762 45.00 - AB 1 colibri
750.00 g 21.9897 0.3149 45.00 - AB 0 colibri
750.00 zy 20.7608 0.3106 45.00 - AB 1 colibri
800.00 r 21.9203 0.3149 45.00 - AB 0 colibri
800.00 zy 20.7786 0.3149 45.00 - AB 0 colibri
850.00 i 21.3219 0.3149 45.00 - AB 0 colibri
850.00 zy 20.7786 0.3149 45.00 - AB 0 colibri
