#name:GRB_95
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:1.23
#Av_host:0.0
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 17.0932 0.0404 45.00 - AB 1 colibri
300.00 zy 16.7510 0.0421 45.00 - AB 1 colibri
350.00 r 17.1543 0.0412 45.00 - AB 1 colibri
350.00 zy 16.8404 0.0424 45.00 - AB 1 colibri
400.00 i 17.0652 0.0418 45.00 - AB 1 colibri
400.00 zy 16.9185 0.0426 45.00 - AB 1 colibri
450.00 g 17.5174 0.0416 45.00 - AB 1 colibri
450.00 zy 16.9878 0.0429 45.00 - AB 1 colibri
500.00 r 17.3640 0.0415 45.00 - AB 1 colibri
500.00 zy 17.0502 0.0431 45.00 - AB 1 colibri
550.00 i 17.2535 0.0422 45.00 - AB 1 colibri
550.00 zy 17.1068 0.0434 45.00 - AB 1 colibri
600.00 g 17.6882 0.0419 45.00 - AB 1 colibri
600.00 zy 17.1586 0.0436 45.00 - AB 1 colibri
650.00 r 17.5204 0.0418 45.00 - AB 1 colibri
650.00 zy 17.2065 0.0438 45.00 - AB 1 colibri
700.00 i 17.3976 0.0427 45.00 - AB 1 colibri
700.00 zy 17.2509 0.0441 45.00 - AB 1 colibri
750.00 g 17.8219 0.0423 45.00 - AB 1 colibri
750.00 zy 17.2923 0.0443 45.00 - AB 1 colibri
800.00 r 17.6450 0.0421 45.00 - AB 1 colibri
800.00 zy 17.3312 0.0445 45.00 - AB 1 colibri
850.00 i 17.5144 0.0431 45.00 - AB 1 colibri
850.00 zy 17.3677 0.0448 45.00 - AB 1 colibri
