#name:GRB_295
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:2.67
#Av_host:1.57
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 20.1600 0.0640 45.00 - AB 1 colibri
300.00 zy 18.0463 0.0521 45.00 - AB 1 colibri
350.00 r 20.6181 0.1165 45.00 - AB 1 colibri
350.00 zy 18.2095 0.0552 45.00 - AB 1 colibri
400.00 i 19.4071 0.0766 45.00 - AB 1 colibri
400.00 zy 18.3521 0.0584 45.00 - AB 1 colibri
450.00 g 21.9897 0.3149 45.00 - AB 0 colibri
450.00 zy 18.4787 0.0618 45.00 - AB 1 colibri
500.00 r 21.0010 0.1547 45.00 - AB 1 colibri
500.00 zy 18.5924 0.0654 45.00 - AB 1 colibri
550.00 i 19.7507 0.0954 45.00 - AB 1 colibri
550.00 zy 18.6957 0.0690 45.00 - AB 1 colibri
600.00 g 21.9897 0.3149 45.00 - AB 0 colibri
600.00 zy 18.7904 0.0727 45.00 - AB 1 colibri
650.00 r 21.2863 0.1926 45.00 - AB 1 colibri
650.00 zy 18.8777 0.0766 45.00 - AB 1 colibri
700.00 i 20.0137 0.1148 45.00 - AB 1 colibri
700.00 zy 18.9587 0.0805 45.00 - AB 1 colibri
750.00 g 21.9897 0.3149 45.00 - AB 0 colibri
750.00 zy 19.0344 0.0844 45.00 - AB 1 colibri
800.00 r 21.5138 0.2298 45.00 - AB 1 colibri
800.00 zy 19.1052 0.0884 45.00 - AB 1 colibri
850.00 i 20.2268 0.1344 45.00 - AB 1 colibri
850.00 zy 19.1719 0.0924 45.00 - AB 1 colibri
