#name:GRB_382
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:0.49
#Av_host:0.0
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 10.6741 0.0400 45.00 - AB 1 colibri
300.00 zy 10.2530 0.0400 45.00 - AB 1 colibri
350.00 r 10.9015 0.0400 45.00 - AB 1 colibri
350.00 zy 10.5123 0.0400 45.00 - AB 1 colibri
400.00 i 10.9207 0.0400 45.00 - AB 1 colibri
400.00 zy 10.7386 0.0400 45.00 - AB 1 colibri
450.00 g 11.5961 0.0400 45.00 - AB 1 colibri
450.00 zy 10.9395 0.0400 45.00 - AB 1 colibri
500.00 r 11.5094 0.0400 45.00 - AB 1 colibri
500.00 zy 11.1201 0.0400 45.00 - AB 1 colibri
550.00 i 11.4661 0.0400 45.00 - AB 1 colibri
550.00 zy 11.2841 0.0400 45.00 - AB 1 colibri
600.00 g 12.0909 0.0400 45.00 - AB 1 colibri
600.00 zy 11.4343 0.0400 45.00 - AB 1 colibri
650.00 r 11.9621 0.0400 45.00 - AB 1 colibri
650.00 zy 11.5729 0.0400 45.00 - AB 1 colibri
700.00 i 11.8835 0.0400 45.00 - AB 1 colibri
700.00 zy 11.7015 0.0400 45.00 - AB 1 colibri
750.00 g 12.4781 0.0400 45.00 - AB 1 colibri
750.00 zy 11.8214 0.0400 45.00 - AB 1 colibri
800.00 r 12.3232 0.0400 45.00 - AB 1 colibri
800.00 zy 11.9339 0.0400 45.00 - AB 1 colibri
850.00 i 12.2217 0.0400 45.00 - AB 1 colibri
850.00 zy 12.0397 0.0400 45.00 - AB 1 colibri
