#name:GRB_606
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:0.43
#Av_host:0.0
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 15.4143 0.0401 45.00 - AB 1 colibri
300.00 zy 14.6942 0.0402 45.00 - AB 1 colibri
350.00 r 15.5346 0.0402 45.00 - AB 1 colibri
350.00 zy 14.8480 0.0402 45.00 - AB 1 colibri
400.00 i 15.3044 0.0403 45.00 - AB 1 colibri
400.00 zy 14.9824 0.0403 45.00 - AB 1 colibri
450.00 g 16.2583 0.0404 45.00 - AB 1 colibri
450.00 zy 15.1016 0.0403 45.00 - AB 1 colibri
500.00 r 15.8954 0.0403 45.00 - AB 1 colibri
500.00 zy 15.2088 0.0404 45.00 - AB 1 colibri
550.00 i 15.6282 0.0404 45.00 - AB 1 colibri
550.00 zy 15.3062 0.0404 45.00 - AB 1 colibri
600.00 g 16.5520 0.0406 45.00 - AB 1 colibri
600.00 zy 15.3953 0.0404 45.00 - AB 1 colibri
650.00 r 16.1642 0.0404 45.00 - AB 1 colibri
650.00 zy 15.4776 0.0405 45.00 - AB 1 colibri
700.00 i 15.8760 0.0405 45.00 - AB 1 colibri
700.00 zy 15.5540 0.0405 45.00 - AB 1 colibri
750.00 g 16.7819 0.0407 45.00 - AB 1 colibri
750.00 zy 15.6252 0.0406 45.00 - AB 1 colibri
800.00 r 16.3786 0.0405 45.00 - AB 1 colibri
800.00 zy 15.6920 0.0406 45.00 - AB 1 colibri
850.00 i 16.0769 0.0406 45.00 - AB 1 colibri
850.00 zy 15.7548 0.0406 45.00 - AB 1 colibri
