#name:GRB_594
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:0.59
#Av_host:0.03
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 15.0091 0.0401 45.00 - AB 1 colibri
300.00 zy 14.5788 0.0402 45.00 - AB 1 colibri
350.00 r 15.1395 0.0402 45.00 - AB 1 colibri
350.00 zy 14.7421 0.0402 45.00 - AB 1 colibri
400.00 i 15.0700 0.0402 45.00 - AB 1 colibri
400.00 zy 14.8846 0.0403 45.00 - AB 1 colibri
450.00 g 15.6843 0.0402 45.00 - AB 1 colibri
450.00 zy 15.0112 0.0403 45.00 - AB 1 colibri
500.00 r 15.5224 0.0402 45.00 - AB 1 colibri
500.00 zy 15.1249 0.0403 45.00 - AB 1 colibri
550.00 i 15.4137 0.0403 45.00 - AB 1 colibri
550.00 zy 15.2283 0.0404 45.00 - AB 1 colibri
600.00 g 15.9961 0.0403 45.00 - AB 1 colibri
600.00 zy 15.3229 0.0404 45.00 - AB 1 colibri
650.00 r 15.8077 0.0403 45.00 - AB 1 colibri
650.00 zy 15.4102 0.0404 45.00 - AB 1 colibri
700.00 i 15.6767 0.0404 45.00 - AB 1 colibri
700.00 zy 15.4913 0.0405 45.00 - AB 1 colibri
750.00 g 16.2400 0.0404 45.00 - AB 1 colibri
750.00 zy 15.5669 0.0405 45.00 - AB 1 colibri
800.00 r 16.0352 0.0404 45.00 - AB 1 colibri
800.00 zy 15.6377 0.0406 45.00 - AB 1 colibri
850.00 i 15.8898 0.0405 45.00 - AB 1 colibri
850.00 zy 15.7044 0.0406 45.00 - AB 1 colibri
