#name:GRB_478
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:0.95
#Av_host:0.24
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 17.5023 0.0407 45.00 - AB 1 colibri
300.00 zy 16.7646 0.0421 45.00 - AB 1 colibri
350.00 r 17.6374 0.0421 45.00 - AB 1 colibri
350.00 zy 16.9420 0.0427 45.00 - AB 1 colibri
400.00 i 17.4184 0.0427 45.00 - AB 1 colibri
400.00 zy 17.0969 0.0433 45.00 - AB 1 colibri
450.00 g 18.4484 0.0448 45.00 - AB 1 colibri
450.00 zy 17.2344 0.0440 45.00 - AB 1 colibri
500.00 r 18.0535 0.0433 45.00 - AB 1 colibri
500.00 zy 17.3581 0.0447 45.00 - AB 1 colibri
550.00 i 17.7918 0.0444 45.00 - AB 1 colibri
550.00 zy 17.4703 0.0455 45.00 - AB 1 colibri
600.00 g 18.7871 0.0474 45.00 - AB 1 colibri
600.00 zy 17.5732 0.0463 45.00 - AB 1 colibri
650.00 r 18.3635 0.0449 45.00 - AB 1 colibri
650.00 zy 17.6681 0.0472 45.00 - AB 1 colibri
700.00 i 18.0776 0.0464 45.00 - AB 1 colibri
700.00 zy 17.7561 0.0481 45.00 - AB 1 colibri
750.00 g 19.0522 0.0504 45.00 - AB 1 colibri
750.00 zy 17.8383 0.0491 45.00 - AB 1 colibri
800.00 r 18.6107 0.0466 45.00 - AB 1 colibri
800.00 zy 17.9153 0.0501 45.00 - AB 1 colibri
850.00 i 18.3092 0.0487 45.00 - AB 1 colibri
850.00 zy 17.9877 0.0512 45.00 - AB 1 colibri
