#name:GRB_548
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:4.41
#Av_host:1.04
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 18.0467 0.0413 45.00 - AB 1 colibri
300.00 zy 15.8125 0.0407 45.00 - AB 1 colibri
350.00 r 18.9426 0.0500 45.00 - AB 1 colibri
350.00 zy 16.0750 0.0409 45.00 - AB 1 colibri
400.00 i 17.3639 0.0425 45.00 - AB 1 colibri
400.00 zy 16.3041 0.0412 45.00 - AB 1 colibri
450.00 g 21.8239 0.2770 45.00 - AB 1 colibri
450.00 zy 16.5074 0.0415 45.00 - AB 1 colibri
500.00 r 19.5578 0.0619 45.00 - AB 1 colibri
500.00 zy 16.6902 0.0419 45.00 - AB 1 colibri
550.00 i 17.9159 0.0452 45.00 - AB 1 colibri
550.00 zy 16.8562 0.0424 45.00 - AB 1 colibri
600.00 g 21.9897 0.3149 45.00 - AB 0 colibri
600.00 zy 17.0082 0.0429 45.00 - AB 1 colibri
650.00 r 20.0161 0.0784 45.00 - AB 1 colibri
650.00 zy 17.1485 0.0435 45.00 - AB 1 colibri
700.00 i 18.3384 0.0491 45.00 - AB 1 colibri
700.00 zy 17.2786 0.0442 45.00 - AB 1 colibri
750.00 g 21.9897 0.3149 45.00 - AB 0 colibri
750.00 zy 17.4001 0.0450 45.00 - AB 1 colibri
800.00 r 20.3815 0.0988 45.00 - AB 1 colibri
800.00 zy 17.5139 0.0458 45.00 - AB 1 colibri
850.00 i 18.6807 0.0543 45.00 - AB 1 colibri
850.00 zy 17.6210 0.0467 45.00 - AB 1 colibri
