#name:GRB_82
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:1.1
#Av_host:1.16
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 14.8757 0.0400 45.00 - AB 1 colibri
300.00 zy 13.7208 0.0401 45.00 - AB 1 colibri
350.00 r 15.1024 0.0402 45.00 - AB 1 colibri
350.00 zy 13.9801 0.0401 45.00 - AB 1 colibri
400.00 i 14.7073 0.0401 45.00 - AB 1 colibri
400.00 zy 14.2065 0.0401 45.00 - AB 1 colibri
450.00 g 16.5387 0.0406 45.00 - AB 1 colibri
450.00 zy 14.4074 0.0402 45.00 - AB 1 colibri
500.00 r 15.7102 0.0403 45.00 - AB 1 colibri
500.00 zy 14.5880 0.0402 45.00 - AB 1 colibri
550.00 i 15.2528 0.0402 45.00 - AB 1 colibri
550.00 zy 14.7520 0.0402 45.00 - AB 1 colibri
600.00 g 17.0335 0.0409 45.00 - AB 1 colibri
600.00 zy 14.9022 0.0403 45.00 - AB 1 colibri
650.00 r 16.1630 0.0404 45.00 - AB 1 colibri
650.00 zy 15.0407 0.0403 45.00 - AB 1 colibri
700.00 i 15.6702 0.0404 45.00 - AB 1 colibri
700.00 zy 15.1693 0.0403 45.00 - AB 1 colibri
750.00 g 17.4206 0.0414 45.00 - AB 1 colibri
750.00 zy 15.2893 0.0404 45.00 - AB 1 colibri
800.00 r 16.5240 0.0406 45.00 - AB 1 colibri
800.00 zy 15.4018 0.0404 45.00 - AB 1 colibri
850.00 i 16.0084 0.0405 45.00 - AB 1 colibri
850.00 zy 15.5076 0.0405 45.00 - AB 1 colibri
