#name:GRB_492
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:0.9
#Av_host:0.0
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 14.4240 0.0400 45.00 - AB 1 colibri
300.00 zy 13.8569 0.0401 45.00 - AB 1 colibri
350.00 r 14.5412 0.0401 45.00 - AB 1 colibri
350.00 zy 14.0092 0.0401 45.00 - AB 1 colibri
400.00 i 14.3913 0.0401 45.00 - AB 1 colibri
400.00 zy 14.1422 0.0401 45.00 - AB 1 colibri
450.00 g 15.1571 0.0401 45.00 - AB 1 colibri
450.00 zy 14.2602 0.0401 45.00 - AB 1 colibri
500.00 r 14.8983 0.0401 45.00 - AB 1 colibri
500.00 zy 14.3663 0.0401 45.00 - AB 1 colibri
550.00 i 14.7118 0.0401 45.00 - AB 1 colibri
550.00 zy 14.4626 0.0402 45.00 - AB 1 colibri
600.00 g 15.4478 0.0402 45.00 - AB 1 colibri
600.00 zy 14.5509 0.0402 45.00 - AB 1 colibri
650.00 r 15.1644 0.0402 45.00 - AB 1 colibri
650.00 zy 14.6324 0.0402 45.00 - AB 1 colibri
700.00 i 14.9571 0.0402 45.00 - AB 1 colibri
700.00 zy 14.7079 0.0402 45.00 - AB 1 colibri
750.00 g 15.6754 0.0402 45.00 - AB 1 colibri
750.00 zy 14.7785 0.0402 45.00 - AB 1 colibri
800.00 r 15.3766 0.0402 45.00 - AB 1 colibri
800.00 zy 14.8446 0.0402 45.00 - AB 1 colibri
850.00 i 15.1559 0.0402 45.00 - AB 1 colibri
850.00 zy 14.9067 0.0403 45.00 - AB 1 colibri
