#name:GRB_341
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:2.22
#Av_host:0.5
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 15.2695 0.0401 45.00 - AB 1 colibri
300.00 zy 14.0544 0.0401 45.00 - AB 1 colibri
350.00 r 15.4753 0.0402 45.00 - AB 1 colibri
350.00 zy 14.2822 0.0401 45.00 - AB 1 colibri
400.00 i 15.0261 0.0402 45.00 - AB 1 colibri
400.00 zy 14.4811 0.0402 45.00 - AB 1 colibri
450.00 g 16.8754 0.0408 45.00 - AB 1 colibri
450.00 zy 14.6576 0.0402 45.00 - AB 1 colibri
500.00 r 16.0094 0.0404 45.00 - AB 1 colibri
500.00 zy 14.8162 0.0402 45.00 - AB 1 colibri
550.00 i 15.5054 0.0403 45.00 - AB 1 colibri
550.00 zy 14.9603 0.0403 45.00 - AB 1 colibri
600.00 g 17.3101 0.0413 45.00 - AB 1 colibri
600.00 zy 15.0923 0.0403 45.00 - AB 1 colibri
650.00 r 16.4072 0.0406 45.00 - AB 1 colibri
650.00 zy 15.2141 0.0404 45.00 - AB 1 colibri
700.00 i 15.8722 0.0405 45.00 - AB 1 colibri
700.00 zy 15.3271 0.0404 45.00 - AB 1 colibri
750.00 g 17.6503 0.0419 45.00 - AB 1 colibri
750.00 zy 15.4325 0.0404 45.00 - AB 1 colibri
800.00 r 16.7245 0.0408 45.00 - AB 1 colibri
800.00 zy 15.5313 0.0405 45.00 - AB 1 colibri
850.00 i 16.1694 0.0406 45.00 - AB 1 colibri
850.00 zy 15.6243 0.0405 45.00 - AB 1 colibri
