#name:GRB_162
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:1.17
#Av_host:1.59
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 14.5031 0.0400 45.00 - AB 1 colibri
300.00 zy 13.3777 0.0401 45.00 - AB 1 colibri
350.00 r 14.5959 0.0401 45.00 - AB 1 colibri
350.00 zy 13.5662 0.0401 45.00 - AB 1 colibri
400.00 i 14.1548 0.0401 45.00 - AB 1 colibri
400.00 zy 13.7307 0.0401 45.00 - AB 1 colibri
450.00 g 16.3249 0.0405 45.00 - AB 1 colibri
450.00 zy 13.8768 0.0401 45.00 - AB 1 colibri
500.00 r 15.0377 0.0401 45.00 - AB 1 colibri
500.00 zy 14.0080 0.0401 45.00 - AB 1 colibri
550.00 i 14.5514 0.0401 45.00 - AB 1 colibri
550.00 zy 14.1273 0.0401 45.00 - AB 1 colibri
600.00 g 16.6847 0.0407 45.00 - AB 1 colibri
600.00 zy 14.2365 0.0401 45.00 - AB 1 colibri
650.00 r 15.3669 0.0402 45.00 - AB 1 colibri
650.00 zy 14.3372 0.0401 45.00 - AB 1 colibri
700.00 i 14.8549 0.0402 45.00 - AB 1 colibri
700.00 zy 14.4308 0.0402 45.00 - AB 1 colibri
750.00 g 16.9662 0.0409 45.00 - AB 1 colibri
750.00 zy 14.5180 0.0402 45.00 - AB 1 colibri
800.00 r 15.6295 0.0403 45.00 - AB 1 colibri
800.00 zy 14.5998 0.0402 45.00 - AB 1 colibri
850.00 i 15.1008 0.0402 45.00 - AB 1 colibri
850.00 zy 14.6767 0.0402 45.00 - AB 1 colibri
