#name:GRB_473
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:2.69
#Av_host:0.51
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 17.3279 0.0405 45.00 - AB 1 colibri
300.00 zy 16.8555 0.0424 45.00 - AB 1 colibri
350.00 r 17.3228 0.0414 45.00 - AB 1 colibri
350.00 zy 17.0313 0.0430 45.00 - AB 1 colibri
400.00 i 17.4794 0.0429 45.00 - AB 1 colibri
400.00 zy 17.1849 0.0437 45.00 - AB 1 colibri
450.00 g 18.1543 0.0434 45.00 - AB 1 colibri
450.00 zy 17.3212 0.0445 45.00 - AB 1 colibri
500.00 r 17.7352 0.0423 45.00 - AB 1 colibri
500.00 zy 17.4437 0.0453 45.00 - AB 1 colibri
550.00 i 17.8495 0.0447 45.00 - AB 1 colibri
550.00 zy 17.5550 0.0462 45.00 - AB 1 colibri
600.00 g 18.4901 0.0451 45.00 - AB 1 colibri
600.00 zy 17.6569 0.0471 45.00 - AB 1 colibri
650.00 r 18.0424 0.0433 45.00 - AB 1 colibri
650.00 zy 17.7510 0.0481 45.00 - AB 1 colibri
700.00 i 18.1327 0.0469 45.00 - AB 1 colibri
700.00 zy 17.8382 0.0491 45.00 - AB 1 colibri
750.00 g 18.7528 0.0471 45.00 - AB 1 colibri
750.00 zy 17.9197 0.0502 45.00 - AB 1 colibri
800.00 r 18.2874 0.0444 45.00 - AB 1 colibri
800.00 zy 17.9960 0.0513 45.00 - AB 1 colibri
850.00 i 18.3623 0.0494 45.00 - AB 1 colibri
850.00 zy 18.0678 0.0525 45.00 - AB 1 colibri
