#name:GRB_298
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:0.8
#Av_host:0.76
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 17.5592 0.0407 45.00 - AB 1 colibri
300.00 zy 16.9591 0.0428 45.00 - AB 1 colibri
350.00 r 17.6102 0.0420 45.00 - AB 1 colibri
350.00 zy 17.0878 0.0433 45.00 - AB 1 colibri
400.00 i 17.4378 0.0428 45.00 - AB 1 colibri
400.00 zy 17.2002 0.0438 45.00 - AB 1 colibri
450.00 g 18.3461 0.0443 45.00 - AB 1 colibri
450.00 zy 17.2999 0.0443 45.00 - AB 1 colibri
500.00 r 17.9121 0.0428 45.00 - AB 1 colibri
500.00 zy 17.3896 0.0449 45.00 - AB 1 colibri
550.00 i 17.7087 0.0439 45.00 - AB 1 colibri
550.00 zy 17.4711 0.0455 45.00 - AB 1 colibri
600.00 g 18.5919 0.0458 45.00 - AB 1 colibri
600.00 zy 17.5457 0.0461 45.00 - AB 1 colibri
650.00 r 18.1370 0.0437 45.00 - AB 1 colibri
650.00 zy 17.6145 0.0467 45.00 - AB 1 colibri
700.00 i 17.9160 0.0452 45.00 - AB 1 colibri
700.00 zy 17.6784 0.0473 45.00 - AB 1 colibri
750.00 g 18.7842 0.0474 45.00 - AB 1 colibri
750.00 zy 17.7380 0.0479 45.00 - AB 1 colibri
800.00 r 18.3163 0.0446 45.00 - AB 1 colibri
800.00 zy 17.7939 0.0486 45.00 - AB 1 colibri
850.00 i 18.0841 0.0465 45.00 - AB 1 colibri
850.00 zy 17.8465 0.0492 45.00 - AB 1 colibri
