#name:GRB_204
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:0.61
#Av_host:0.63
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 12.6193 0.0400 45.00 - AB 1 colibri
300.00 zy 11.9616 0.0400 45.00 - AB 1 colibri
350.00 r 12.8306 0.0400 45.00 - AB 1 colibri
350.00 zy 12.2193 0.0400 45.00 - AB 1 colibri
400.00 i 12.7257 0.0400 45.00 - AB 1 colibri
400.00 zy 12.4443 0.0400 45.00 - AB 1 colibri
450.00 g 13.7243 0.0400 45.00 - AB 1 colibri
450.00 zy 12.6440 0.0400 45.00 - AB 1 colibri
500.00 r 13.4348 0.0400 45.00 - AB 1 colibri
500.00 zy 12.8234 0.0400 45.00 - AB 1 colibri
550.00 i 13.2678 0.0400 45.00 - AB 1 colibri
550.00 zy 12.9864 0.0400 45.00 - AB 1 colibri
600.00 g 14.2161 0.0401 45.00 - AB 1 colibri
600.00 zy 13.1357 0.0400 45.00 - AB 1 colibri
650.00 r 13.8848 0.0400 45.00 - AB 1 colibri
650.00 zy 13.2735 0.0401 45.00 - AB 1 colibri
700.00 i 13.6827 0.0401 45.00 - AB 1 colibri
700.00 zy 13.4013 0.0401 45.00 - AB 1 colibri
750.00 g 14.6009 0.0401 45.00 - AB 1 colibri
750.00 zy 13.5205 0.0401 45.00 - AB 1 colibri
800.00 r 14.2436 0.0401 45.00 - AB 1 colibri
800.00 zy 13.6323 0.0401 45.00 - AB 1 colibri
850.00 i 14.0189 0.0401 45.00 - AB 1 colibri
850.00 zy 13.7375 0.0401 45.00 - AB 1 colibri
