#name:GRB_484
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:3.63
#Av_host:0.26
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 15.8302 0.0401 45.00 - AB 1 colibri
300.00 zy 15.0961 0.0403 45.00 - AB 1 colibri
350.00 r 15.8217 0.0403 45.00 - AB 1 colibri
350.00 zy 15.2483 0.0404 45.00 - AB 1 colibri
400.00 i 15.5569 0.0403 45.00 - AB 1 colibri
400.00 zy 15.3813 0.0404 45.00 - AB 1 colibri
450.00 g 17.2452 0.0412 45.00 - AB 1 colibri
450.00 zy 15.4993 0.0405 45.00 - AB 1 colibri
500.00 r 16.1788 0.0404 45.00 - AB 1 colibri
500.00 zy 15.6054 0.0405 45.00 - AB 1 colibri
550.00 i 15.8773 0.0405 45.00 - AB 1 colibri
550.00 zy 15.7018 0.0406 45.00 - AB 1 colibri
600.00 g 17.5359 0.0416 45.00 - AB 1 colibri
600.00 zy 15.7901 0.0407 45.00 - AB 1 colibri
650.00 r 16.4449 0.0406 45.00 - AB 1 colibri
650.00 zy 15.8715 0.0407 45.00 - AB 1 colibri
700.00 i 16.1226 0.0406 45.00 - AB 1 colibri
700.00 zy 15.9471 0.0408 45.00 - AB 1 colibri
750.00 g 17.7634 0.0421 45.00 - AB 1 colibri
750.00 zy 16.0176 0.0409 45.00 - AB 1 colibri
800.00 r 16.6571 0.0407 45.00 - AB 1 colibri
800.00 zy 16.0837 0.0409 45.00 - AB 1 colibri
850.00 i 16.3214 0.0408 45.00 - AB 1 colibri
850.00 zy 16.1459 0.0410 45.00 - AB 1 colibri
