#name:GRB_360
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:0.45
#Av_host:1.53
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 14.1214 0.0400 45.00 - AB 1 colibri
300.00 zy 13.1486 0.0400 45.00 - AB 1 colibri
350.00 r 14.2685 0.0401 45.00 - AB 1 colibri
350.00 zy 13.3292 0.0401 45.00 - AB 1 colibri
400.00 i 13.9021 0.0401 45.00 - AB 1 colibri
400.00 zy 13.4869 0.0401 45.00 - AB 1 colibri
450.00 g 15.3255 0.0402 45.00 - AB 1 colibri
450.00 zy 13.6268 0.0401 45.00 - AB 1 colibri
500.00 r 14.6919 0.0401 45.00 - AB 1 colibri
500.00 zy 13.7526 0.0401 45.00 - AB 1 colibri
550.00 i 14.2821 0.0401 45.00 - AB 1 colibri
550.00 zy 13.8669 0.0401 45.00 - AB 1 colibri
600.00 g 15.6703 0.0402 45.00 - AB 1 colibri
600.00 zy 13.9716 0.0401 45.00 - AB 1 colibri
650.00 r 15.0074 0.0401 45.00 - AB 1 colibri
650.00 zy 14.0681 0.0401 45.00 - AB 1 colibri
700.00 i 14.5730 0.0401 45.00 - AB 1 colibri
700.00 zy 14.1577 0.0401 45.00 - AB 1 colibri
750.00 g 15.9401 0.0403 45.00 - AB 1 colibri
750.00 zy 14.2413 0.0401 45.00 - AB 1 colibri
800.00 r 15.2590 0.0402 45.00 - AB 1 colibri
800.00 zy 14.3197 0.0401 45.00 - AB 1 colibri
850.00 i 14.8087 0.0402 45.00 - AB 1 colibri
850.00 zy 14.3934 0.0402 45.00 - AB 1 colibri
