#name:GRB_414
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:0.74
#Av_host:0.13
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 10.2900 0.0400 45.00 - AB 1 colibri
300.00 zy 9.8579 0.0400 45.00 - AB 1 colibri
350.00 r 10.4704 0.0400 45.00 - AB 1 colibri
350.00 zy 10.0746 0.0400 45.00 - AB 1 colibri
400.00 i 10.4479 0.0400 45.00 - AB 1 colibri
400.00 zy 10.2639 0.0400 45.00 - AB 1 colibri
450.00 g 11.1146 0.0400 45.00 - AB 1 colibri
450.00 zy 10.4319 0.0400 45.00 - AB 1 colibri
500.00 r 10.9786 0.0400 45.00 - AB 1 colibri
500.00 zy 10.5829 0.0400 45.00 - AB 1 colibri
550.00 i 10.9040 0.0400 45.00 - AB 1 colibri
550.00 zy 10.7200 0.0400 45.00 - AB 1 colibri
600.00 g 11.5283 0.0400 45.00 - AB 1 colibri
600.00 zy 10.8456 0.0400 45.00 - AB 1 colibri
650.00 r 11.3573 0.0400 45.00 - AB 1 colibri
650.00 zy 10.9615 0.0400 45.00 - AB 1 colibri
700.00 i 11.2530 0.0400 45.00 - AB 1 colibri
700.00 zy 11.0691 0.0400 45.00 - AB 1 colibri
750.00 g 11.8521 0.0400 45.00 - AB 1 colibri
750.00 zy 11.1694 0.0400 45.00 - AB 1 colibri
800.00 r 11.6592 0.0400 45.00 - AB 1 colibri
800.00 zy 11.2634 0.0400 45.00 - AB 1 colibri
850.00 i 11.5359 0.0400 45.00 - AB 1 colibri
850.00 zy 11.3519 0.0400 45.00 - AB 1 colibri
