#name:GRB_359
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:0.39
#Av_host:0.02
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 11.9393 0.0400 45.00 - AB 1 colibri
300.00 zy 11.4594 0.0400 45.00 - AB 1 colibri
350.00 r 12.0876 0.0400 45.00 - AB 1 colibri
350.00 zy 11.6416 0.0400 45.00 - AB 1 colibri
400.00 i 12.0091 0.0400 45.00 - AB 1 colibri
400.00 zy 11.8006 0.0400 45.00 - AB 1 colibri
450.00 g 12.6949 0.0400 45.00 - AB 1 colibri
450.00 zy 11.9418 0.0400 45.00 - AB 1 colibri
500.00 r 12.5147 0.0400 45.00 - AB 1 colibri
500.00 zy 12.0687 0.0400 45.00 - AB 1 colibri
550.00 i 12.3924 0.0400 45.00 - AB 1 colibri
550.00 zy 12.1839 0.0400 45.00 - AB 1 colibri
600.00 g 13.0426 0.0400 45.00 - AB 1 colibri
600.00 zy 12.2895 0.0400 45.00 - AB 1 colibri
650.00 r 12.8330 0.0400 45.00 - AB 1 colibri
650.00 zy 12.3869 0.0400 45.00 - AB 1 colibri
700.00 i 12.6858 0.0400 45.00 - AB 1 colibri
700.00 zy 12.4773 0.0400 45.00 - AB 1 colibri
750.00 g 13.3148 0.0400 45.00 - AB 1 colibri
750.00 zy 12.5616 0.0400 45.00 - AB 1 colibri
800.00 r 13.0867 0.0400 45.00 - AB 1 colibri
800.00 zy 12.6407 0.0400 45.00 - AB 1 colibri
850.00 i 12.9235 0.0400 45.00 - AB 1 colibri
850.00 zy 12.7150 0.0400 45.00 - AB 1 colibri
