#name:GRB_296
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:3.1
#Av_host:0.52
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 20.1686 0.0643 45.00 - AB 1 colibri
300.00 zy 18.8092 0.0735 45.00 - AB 1 colibri
350.00 r 20.3482 0.0966 45.00 - AB 1 colibri
350.00 zy 18.9694 0.0810 45.00 - AB 1 colibri
400.00 i 19.6790 0.0909 45.00 - AB 1 colibri
400.00 zy 19.1092 0.0886 45.00 - AB 1 colibri
450.00 g 21.9618 0.3082 45.00 - AB 1 colibri
450.00 zy 19.2333 0.0964 45.00 - AB 1 colibri
500.00 r 20.7237 0.1257 45.00 - AB 1 colibri
500.00 zy 19.3449 0.1042 45.00 - AB 1 colibri
550.00 i 20.0160 0.1150 45.00 - AB 1 colibri
550.00 zy 19.4462 0.1121 45.00 - AB 1 colibri
600.00 g 21.9897 0.3149 45.00 - AB 0 colibri
600.00 zy 19.5390 0.1200 45.00 - AB 1 colibri
650.00 r 21.0035 0.1550 45.00 - AB 1 colibri
650.00 zy 19.6247 0.1280 45.00 - AB 1 colibri
700.00 i 20.2739 0.1393 45.00 - AB 1 colibri
700.00 zy 19.7042 0.1359 45.00 - AB 1 colibri
750.00 g 21.9897 0.3149 45.00 - AB 0 colibri
750.00 zy 19.7783 0.1439 45.00 - AB 1 colibri
800.00 r 21.2267 0.1839 45.00 - AB 1 colibri
800.00 zy 19.8478 0.1518 45.00 - AB 1 colibri
850.00 i 20.4830 0.1635 45.00 - AB 1 colibri
850.00 zy 19.9132 0.1597 45.00 - AB 1 colibri
