#name:GRB_17
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:2.31
#Av_host:0.27
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 14.0919 0.0400 45.00 - AB 1 colibri
300.00 zy 13.2458 0.0401 45.00 - AB 1 colibri
350.00 r 14.2624 0.0401 45.00 - AB 1 colibri
350.00 zy 13.4862 0.0401 45.00 - AB 1 colibri
400.00 i 14.2195 0.0401 45.00 - AB 1 colibri
400.00 zy 13.6961 0.0401 45.00 - AB 1 colibri
450.00 g 15.1092 0.0401 45.00 - AB 1 colibri
450.00 zy 13.8823 0.0401 45.00 - AB 1 colibri
500.00 r 14.8259 0.0401 45.00 - AB 1 colibri
500.00 zy 14.0498 0.0401 45.00 - AB 1 colibri
550.00 i 14.7252 0.0401 45.00 - AB 1 colibri
550.00 zy 14.2018 0.0401 45.00 - AB 1 colibri
600.00 g 15.5679 0.0402 45.00 - AB 1 colibri
600.00 zy 14.3411 0.0401 45.00 - AB 1 colibri
650.00 r 15.2457 0.0402 45.00 - AB 1 colibri
650.00 zy 14.4696 0.0402 45.00 - AB 1 colibri
700.00 i 15.1122 0.0402 45.00 - AB 1 colibri
700.00 zy 14.5888 0.0402 45.00 - AB 1 colibri
750.00 g 15.9269 0.0403 45.00 - AB 1 colibri
750.00 zy 14.7001 0.0402 45.00 - AB 1 colibri
800.00 r 15.5805 0.0402 45.00 - AB 1 colibri
800.00 zy 14.8043 0.0402 45.00 - AB 1 colibri
850.00 i 15.4258 0.0403 45.00 - AB 1 colibri
850.00 zy 14.9024 0.0403 45.00 - AB 1 colibri
