#name:GRB_470
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:1.14
#Av_host:1.49
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 18.4503 0.0422 45.00 - AB 1 colibri
300.00 zy 17.0726 0.0432 45.00 - AB 1 colibri
350.00 r 18.7061 0.0474 45.00 - AB 1 colibri
350.00 zy 17.3209 0.0445 45.00 - AB 1 colibri
400.00 i 18.1541 0.0471 45.00 - AB 1 colibri
400.00 zy 17.5377 0.0460 45.00 - AB 1 colibri
450.00 g 20.3786 0.0939 45.00 - AB 1 colibri
450.00 zy 17.7300 0.0478 45.00 - AB 1 colibri
500.00 r 19.2881 0.0556 45.00 - AB 1 colibri
500.00 zy 17.9029 0.0500 45.00 - AB 1 colibri
550.00 i 18.6764 0.0543 45.00 - AB 1 colibri
550.00 zy 18.0599 0.0524 45.00 - AB 1 colibri
600.00 g 20.8524 0.1311 45.00 - AB 1 colibri
600.00 zy 18.2038 0.0551 45.00 - AB 1 colibri
650.00 r 19.7216 0.0669 45.00 - AB 1 colibri
650.00 zy 18.3365 0.0580 45.00 - AB 1 colibri
700.00 i 19.0760 0.0641 45.00 - AB 1 colibri
700.00 zy 18.4596 0.0613 45.00 - AB 1 colibri
750.00 g 21.2231 0.1737 45.00 - AB 1 colibri
750.00 zy 18.5745 0.0648 45.00 - AB 1 colibri
800.00 r 20.0673 0.0808 45.00 - AB 1 colibri
800.00 zy 18.6822 0.0685 45.00 - AB 1 colibri
850.00 i 19.3999 0.0763 45.00 - AB 1 colibri
850.00 zy 18.7835 0.0725 45.00 - AB 1 colibri
