#name:GRB_485
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:0.92
#Av_host:0.83
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 15.7025 0.0401 45.00 - AB 1 colibri
300.00 zy 15.0137 0.0403 45.00 - AB 1 colibri
350.00 r 15.8506 0.0403 45.00 - AB 1 colibri
350.00 zy 15.2257 0.0404 45.00 - AB 1 colibri
400.00 i 15.6879 0.0404 45.00 - AB 1 colibri
400.00 zy 15.4109 0.0404 45.00 - AB 1 colibri
450.00 g 16.7649 0.0407 45.00 - AB 1 colibri
450.00 zy 15.5752 0.0405 45.00 - AB 1 colibri
500.00 r 16.3478 0.0405 45.00 - AB 1 colibri
500.00 zy 15.7229 0.0406 45.00 - AB 1 colibri
550.00 i 16.1341 0.0406 45.00 - AB 1 colibri
550.00 zy 15.8571 0.0407 45.00 - AB 1 colibri
600.00 g 17.1696 0.0411 45.00 - AB 1 colibri
600.00 zy 15.9799 0.0408 45.00 - AB 1 colibri
650.00 r 16.7182 0.0408 45.00 - AB 1 colibri
650.00 zy 16.0933 0.0409 45.00 - AB 1 colibri
700.00 i 16.4755 0.0409 45.00 - AB 1 colibri
700.00 zy 16.1985 0.0411 45.00 - AB 1 colibri
750.00 g 17.4863 0.0415 45.00 - AB 1 colibri
750.00 zy 16.2967 0.0412 45.00 - AB 1 colibri
800.00 r 17.0135 0.0410 45.00 - AB 1 colibri
800.00 zy 16.3887 0.0413 45.00 - AB 1 colibri
850.00 i 16.7523 0.0412 45.00 - AB 1 colibri
850.00 zy 16.4752 0.0415 45.00 - AB 1 colibri
