#name:GRB_610
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:1.6
#Av_host:1.03
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 15.8919 0.0401 45.00 - AB 1 colibri
300.00 zy 14.9390 0.0403 45.00 - AB 1 colibri
350.00 r 16.4653 0.0406 45.00 - AB 1 colibri
350.00 zy 15.2314 0.0404 45.00 - AB 1 colibri
400.00 i 15.8678 0.0405 45.00 - AB 1 colibri
400.00 zy 15.4866 0.0405 45.00 - AB 1 colibri
450.00 g 17.0145 0.0409 45.00 - AB 1 colibri
450.00 zy 15.7131 0.0406 45.00 - AB 1 colibri
500.00 r 17.1506 0.0412 45.00 - AB 1 colibri
500.00 zy 15.9167 0.0408 45.00 - AB 1 colibri
550.00 i 16.4827 0.0409 45.00 - AB 1 colibri
550.00 zy 16.1016 0.0409 45.00 - AB 1 colibri
600.00 g 17.5724 0.0417 45.00 - AB 1 colibri
600.00 zy 16.2710 0.0412 45.00 - AB 1 colibri
650.00 r 17.6611 0.0421 45.00 - AB 1 colibri
650.00 zy 16.4272 0.0414 45.00 - AB 1 colibri
700.00 i 16.9533 0.0415 45.00 - AB 1 colibri
700.00 zy 16.5722 0.0417 45.00 - AB 1 colibri
750.00 g 18.0088 0.0428 45.00 - AB 1 colibri
750.00 zy 16.7074 0.0420 45.00 - AB 1 colibri
800.00 r 18.0681 0.0434 45.00 - AB 1 colibri
800.00 zy 16.8342 0.0423 45.00 - AB 1 colibri
850.00 i 17.3346 0.0425 45.00 - AB 1 colibri
850.00 zy 16.9535 0.0427 45.00 - AB 1 colibri
