#name:GRB_23
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:2.42
#Av_host:0.31
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 16.2105 0.0402 45.00 - AB 1 colibri
300.00 zy 15.3255 0.0404 45.00 - AB 1 colibri
350.00 r 16.3728 0.0405 45.00 - AB 1 colibri
350.00 zy 15.5486 0.0405 45.00 - AB 1 colibri
400.00 i 16.1211 0.0406 45.00 - AB 1 colibri
400.00 zy 15.7433 0.0406 45.00 - AB 1 colibri
450.00 g 17.4682 0.0415 45.00 - AB 1 colibri
450.00 zy 15.9162 0.0408 45.00 - AB 1 colibri
500.00 r 16.8958 0.0409 45.00 - AB 1 colibri
500.00 zy 16.0715 0.0409 45.00 - AB 1 colibri
550.00 i 16.5904 0.0410 45.00 - AB 1 colibri
550.00 zy 16.2127 0.0411 45.00 - AB 1 colibri
600.00 g 17.8940 0.0425 45.00 - AB 1 colibri
600.00 zy 16.3419 0.0413 45.00 - AB 1 colibri
650.00 r 17.2854 0.0414 45.00 - AB 1 colibri
650.00 zy 16.4612 0.0415 45.00 - AB 1 colibri
700.00 i 16.9496 0.0415 45.00 - AB 1 colibri
700.00 zy 16.5718 0.0417 45.00 - AB 1 colibri
750.00 g 18.2271 0.0437 45.00 - AB 1 colibri
750.00 zy 16.6751 0.0419 45.00 - AB 1 colibri
800.00 r 17.5961 0.0420 45.00 - AB 1 colibri
800.00 zy 16.7718 0.0422 45.00 - AB 1 colibri
850.00 i 17.2406 0.0422 45.00 - AB 1 colibri
850.00 zy 16.8629 0.0424 45.00 - AB 1 colibri
