#name:GRB_508
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:0.41
#Av_host:0.02
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 16.2552 0.0402 45.00 - AB 1 colibri
300.00 zy 15.7018 0.0406 45.00 - AB 1 colibri
350.00 r 16.5344 0.0406 45.00 - AB 1 colibri
350.00 zy 16.0163 0.0409 45.00 - AB 1 colibri
400.00 i 16.5331 0.0410 45.00 - AB 1 colibri
400.00 zy 16.2908 0.0412 45.00 - AB 1 colibri
450.00 g 17.4094 0.0414 45.00 - AB 1 colibri
450.00 zy 16.5344 0.0416 45.00 - AB 1 colibri
500.00 r 17.2714 0.0414 45.00 - AB 1 colibri
500.00 zy 16.7533 0.0421 45.00 - AB 1 colibri
550.00 i 17.1944 0.0421 45.00 - AB 1 colibri
550.00 zy 16.9521 0.0427 45.00 - AB 1 colibri
600.00 g 18.0093 0.0428 45.00 - AB 1 colibri
600.00 zy 17.1342 0.0435 45.00 - AB 1 colibri
650.00 r 17.8203 0.0425 45.00 - AB 1 colibri
650.00 zy 17.3022 0.0444 45.00 - AB 1 colibri
700.00 i 17.7004 0.0439 45.00 - AB 1 colibri
700.00 zy 17.4581 0.0454 45.00 - AB 1 colibri
750.00 g 18.4786 0.0450 45.00 - AB 1 colibri
750.00 zy 17.6036 0.0466 45.00 - AB 1 colibri
800.00 r 18.2580 0.0443 45.00 - AB 1 colibri
800.00 zy 17.7399 0.0479 45.00 - AB 1 colibri
850.00 i 18.1104 0.0467 45.00 - AB 1 colibri
850.00 zy 17.8681 0.0495 45.00 - AB 1 colibri
