#name:GRB_397
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:2.71
#Av_host:0.55
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 16.7810 0.0403 45.00 - AB 1 colibri
300.00 zy 15.8908 0.0407 45.00 - AB 1 colibri
350.00 r 16.8915 0.0409 45.00 - AB 1 colibri
350.00 zy 16.0855 0.0409 45.00 - AB 1 colibri
400.00 i 16.5866 0.0410 45.00 - AB 1 colibri
400.00 zy 16.2556 0.0411 45.00 - AB 1 colibri
450.00 g 18.1239 0.0432 45.00 - AB 1 colibri
450.00 zy 16.4065 0.0414 45.00 - AB 1 colibri
500.00 r 17.3481 0.0415 45.00 - AB 1 colibri
500.00 zy 16.5421 0.0416 45.00 - AB 1 colibri
550.00 i 16.9964 0.0416 45.00 - AB 1 colibri
550.00 zy 16.6653 0.0419 45.00 - AB 1 colibri
600.00 g 18.4957 0.0451 45.00 - AB 1 colibri
600.00 zy 16.7782 0.0422 45.00 - AB 1 colibri
650.00 r 17.6883 0.0422 45.00 - AB 1 colibri
650.00 zy 16.8823 0.0425 45.00 - AB 1 colibri
700.00 i 17.3100 0.0424 45.00 - AB 1 colibri
700.00 zy 16.9789 0.0428 45.00 - AB 1 colibri
750.00 g 18.7866 0.0474 45.00 - AB 1 colibri
750.00 zy 17.0691 0.0432 45.00 - AB 1 colibri
800.00 r 17.9595 0.0430 45.00 - AB 1 colibri
800.00 zy 17.1536 0.0436 45.00 - AB 1 colibri
850.00 i 17.5642 0.0433 45.00 - AB 1 colibri
850.00 zy 17.2331 0.0440 45.00 - AB 1 colibri
