#name:GRB_306
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:1.35
#Av_host:0.8
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 16.1026 0.0401 45.00 - AB 1 colibri
300.00 zy 15.2778 0.0404 45.00 - AB 1 colibri
350.00 r 16.3064 0.0405 45.00 - AB 1 colibri
350.00 zy 15.5292 0.0405 45.00 - AB 1 colibri
400.00 i 16.0669 0.0406 45.00 - AB 1 colibri
400.00 zy 15.7487 0.0406 45.00 - AB 1 colibri
450.00 g 17.4140 0.0414 45.00 - AB 1 colibri
450.00 zy 15.9435 0.0408 45.00 - AB 1 colibri
500.00 r 16.8958 0.0409 45.00 - AB 1 colibri
500.00 zy 16.1186 0.0410 45.00 - AB 1 colibri
550.00 i 16.5958 0.0410 45.00 - AB 1 colibri
550.00 zy 16.2776 0.0412 45.00 - AB 1 colibri
600.00 g 17.8938 0.0425 45.00 - AB 1 colibri
600.00 zy 16.4232 0.0414 45.00 - AB 1 colibri
650.00 r 17.3348 0.0415 45.00 - AB 1 colibri
650.00 zy 16.5576 0.0416 45.00 - AB 1 colibri
700.00 i 17.0005 0.0416 45.00 - AB 1 colibri
700.00 zy 16.6823 0.0419 45.00 - AB 1 colibri
750.00 g 18.2692 0.0439 45.00 - AB 1 colibri
750.00 zy 16.7987 0.0422 45.00 - AB 1 colibri
800.00 r 17.6849 0.0422 45.00 - AB 1 colibri
800.00 zy 16.9077 0.0426 45.00 - AB 1 colibri
850.00 i 17.3285 0.0424 45.00 - AB 1 colibri
850.00 zy 17.0103 0.0429 45.00 - AB 1 colibri
