#name:GRB_337
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:1.61
#Av_host:0.14
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 18.6366 0.0429 45.00 - AB 1 colibri
300.00 zy 17.8908 0.0498 45.00 - AB 1 colibri
350.00 r 18.7793 0.0482 45.00 - AB 1 colibri
350.00 zy 18.0713 0.0526 45.00 - AB 1 colibri
400.00 i 18.5517 0.0521 45.00 - AB 1 colibri
400.00 zy 18.2290 0.0556 45.00 - AB 1 colibri
450.00 g 19.5957 0.0608 45.00 - AB 1 colibri
450.00 zy 18.3689 0.0588 45.00 - AB 1 colibri
500.00 r 19.2027 0.0540 45.00 - AB 1 colibri
500.00 zy 18.4948 0.0623 45.00 - AB 1 colibri
550.00 i 18.9317 0.0600 45.00 - AB 1 colibri
550.00 zy 18.6090 0.0659 45.00 - AB 1 colibri
600.00 g 19.9404 0.0720 45.00 - AB 1 colibri
600.00 zy 18.7137 0.0697 45.00 - AB 1 colibri
650.00 r 19.5182 0.0608 45.00 - AB 1 colibri
650.00 zy 18.8102 0.0736 45.00 - AB 1 colibri
700.00 i 19.2226 0.0691 45.00 - AB 1 colibri
700.00 zy 18.8999 0.0776 45.00 - AB 1 colibri
750.00 g 20.2102 0.0843 45.00 - AB 1 colibri
750.00 zy 18.9835 0.0817 45.00 - AB 1 colibri
800.00 r 19.7698 0.0685 45.00 - AB 1 colibri
800.00 zy 19.0618 0.0859 45.00 - AB 1 colibri
850.00 i 19.4582 0.0790 45.00 - AB 1 colibri
850.00 zy 19.1356 0.0902 45.00 - AB 1 colibri
