#name:GRB_474
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:0.94
#Av_host:0.35
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 13.4123 0.0400 45.00 - AB 1 colibri
300.00 zy 12.9603 0.0400 45.00 - AB 1 colibri
350.00 r 13.5300 0.0400 45.00 - AB 1 colibri
350.00 zy 13.1361 0.0400 45.00 - AB 1 colibri
400.00 i 13.4696 0.0400 45.00 - AB 1 colibri
400.00 zy 13.2897 0.0401 45.00 - AB 1 colibri
450.00 g 14.1813 0.0401 45.00 - AB 1 colibri
450.00 zy 13.4260 0.0401 45.00 - AB 1 colibri
500.00 r 13.9424 0.0401 45.00 - AB 1 colibri
500.00 zy 13.5485 0.0401 45.00 - AB 1 colibri
550.00 i 13.8397 0.0401 45.00 - AB 1 colibri
550.00 zy 13.6598 0.0401 45.00 - AB 1 colibri
600.00 g 14.5170 0.0401 45.00 - AB 1 colibri
600.00 zy 13.7617 0.0401 45.00 - AB 1 colibri
650.00 r 14.2496 0.0401 45.00 - AB 1 colibri
650.00 zy 13.8557 0.0401 45.00 - AB 1 colibri
700.00 i 14.1229 0.0401 45.00 - AB 1 colibri
700.00 zy 13.9430 0.0401 45.00 - AB 1 colibri
750.00 g 14.7798 0.0401 45.00 - AB 1 colibri
750.00 zy 14.0244 0.0401 45.00 - AB 1 colibri
800.00 r 14.4946 0.0401 45.00 - AB 1 colibri
800.00 zy 14.1008 0.0401 45.00 - AB 1 colibri
850.00 i 14.3525 0.0401 45.00 - AB 1 colibri
850.00 zy 14.1726 0.0401 45.00 - AB 1 colibri
