#name:GRB_263
#type:lc
#RA_J2000:0
#DEC_J2000:0
#MW_corrected:1
#time_unit:s 
#z:2.09
#Av_host:1.4
time_since_burst band flux flux_err Texp zp flux_unit detection telescope
300.00 gri 21.1455 0.1207 45.00 - AB 1 colibri
300.00 zy 19.5174 0.1181 45.00 - AB 1 colibri
350.00 r 21.4062 0.2114 45.00 - AB 1 colibri
350.00 zy 19.6838 0.1338 45.00 - AB 1 colibri
400.00 i 20.5693 0.1749 45.00 - AB 1 colibri
400.00 zy 19.8291 0.1496 45.00 - AB 1 colibri
450.00 g 21.9897 0.3149 45.00 - AB 0 colibri
450.00 zy 19.9581 0.1654 45.00 - AB 1 colibri
500.00 r 21.7965 0.2862 45.00 - AB 1 colibri
500.00 zy 20.0741 0.1811 45.00 - AB 1 colibri
550.00 i 20.9196 0.2301 45.00 - AB 1 colibri
550.00 zy 20.1794 0.1967 45.00 - AB 1 colibri
600.00 g 21.9897 0.3149 45.00 - AB 0 colibri
600.00 zy 20.2758 0.2123 45.00 - AB 1 colibri
650.00 r 21.9203 0.3149 45.00 - AB 0 colibri
650.00 zy 20.3648 0.2277 45.00 - AB 1 colibri
700.00 i 21.1877 0.2838 45.00 - AB 1 colibri
700.00 zy 20.4474 0.2430 45.00 - AB 1 colibri
750.00 g 21.9897 0.3149 45.00 - AB 0 colibri
750.00 zy 20.5245 0.2582 45.00 - AB 1 colibri
800.00 r 21.9203 0.3149 45.00 - AB 0 colibri
800.00 zy 20.5967 0.2733 45.00 - AB 1 colibri
850.00 i 21.3219 0.3149 45.00 - AB 0 colibri
850.00 zy 20.6647 0.2882 45.00 - AB 1 colibri
